mass_A
t,x,y
8.910000000E0,2.251872769E1,-5.339492132E1
8.943333333E0,2.042936120E1,-5.432352864E1
8.976666667E0,1.930729401E1,-5.474914033E1
9.010000000E0,1.938467796E1,-5.474914033E1
9.043333333E0,2.042936120E1,-5.436222062E1
9.076666667E0,2.217049994E1,-5.354968920E1
