,file_sizes
4760,4347550
4761,268800
4762,30168
4763,267264
4764,30063
4765,267264
4766,30137
4767,268800
4768,30151
4769,171520
4770,10403
4771,77824
4772,11810
4773,80384
4774,98172
4775,12876
4776,15418
4777,19498
4778,7492757
4779,9366842
4780,7595031
4781,9239678
4782,11127622
4783,11255748
4784,11257554
4785,12382028
4786,11453676
4787,10725804
4788,11371950
4789,9322366
4790,11871060
4791,10563124
4792,10457516
4793,11380606
4794,10491020
4795,11275082
4796,10835006
4797,11025542
4798,10822752
4799,10888108
4800,10881106
4801,10409660
4802,10421464
4803,4243958
4804,2901066
4805,490622
4806,10564262
4807,311808
4808,27300
4809,285184
4810,27536
4811,1916928
4812,177203
4813,44032
4814,10458
4815,2000384
4816,190362
4817,468480
4818,190678
4819,675840
4820,191729
4821,51200
4822,10553
4823,424960
4824,251148
4825,428032
4826,266062
4827,50688
4828,10520
4829,4201472
4830,255233
4831,5262848
4832,240270
4833,2067968
4834,27648
4835,10551
4836,2213888
4837,257915
4838,5233664
4839,7595400
4840,815616
4841,125848
4842,20992
4843,28160
4844,10546
4845,500736
4846,61911
4847,103936
4848,23989
4849,74240
4850,2963968
4851,118159
4852,388286
4853,10199
4854,1498211
4855,27318
4856,364860
4857,130743
4858,40332
4859,26811
4860,29128
4861,359698
4862,359690
4863,4822588
4864,96110
4865,124100
4866,174822
4867,92367
4868,364544
4869,130400
4870,409744
4871,65752
4872,25851
4873,27536
4874,51304
4875,51828
4876,719053
4877,316451
4878,28096
4879,26539
4880,23984
4881,38278
4882,12229
4883,46480
4884,39944
4885,960146
4886,73344
4887,941254
4888,64357
4889,40548
4890,931494
4891,59805
4892,67963
4893,113999
4894,32136
4895,10396
4896,18130
4897,20940
4898,27530
4899,26287
4900,11190
4901,107464
4902,2563584
4903,3194880
4904,495897
4905,3169792
4906,12292
4907,25371386
4908,26332286
4909,23818670
4910,1296128
4911,11176850
4912,14504874
4913,11408
4914,167448
4915,184320
4916,24830920
4917,13703
4918,240156
4919,26042264
4920,27781794
4921,27468632
4922,25748775
4923,25184273
4924,10979
4925,2076042
4926,30651
4927,19772
4928,15810
4929,12859
4930,160115
4931,124720
4932,132307
4933,7740838
4934,9588314
4935,7502868
4936,9351794
4937,9588292
4938,44762868
4939,117532
4940,157233
4941,56608
4942,119543
4943,85162
4944,134340
4945,135644
4946,86856
4947,85162
4948,7518432
4949,65484
4950,60539
4951,60988
4952,157233
4953,155957
4954,157328
4955,75428
4956,13248512
4957,944756
4958,27718684
4959,30353134
4960,28506216
4961,28359284
4962,360101
4963,180692
4964,91281
4965,110577
4966,2371624
4967,2370604
4968,109564
4969,101416
4970,77317
4971,3146267
4972,3244571
4973,1587492
4974,818558
4975,3146267
4976,9448140
4977,9447772
4978,9448824
4979,101061
4980,130299
4981,2371304
4982,126821
4983,3146267
4984,12595592
4985,1567834
4986,1090884
4987,737240
4988,1583596
4989,6303640
4990,139619
4991,154069
4992,2368432
4993,3146267
4994,2359835
4995,3244571
4996,3244571
4997,43418
4998,42358
4999,127135
5000,810296
5001,4770712
5002,3146267
5003,2359835
5004,2359835
5005,3146267
5006,9160504
5007,2443054
5008,51855
5009,72844
5010,69492
5011,2370756
5012,2371020
5013,2369824
5014,2370144
5015,2095502
5016,76958
5017,3240044
5018,3146267
5019,3146267
5020,2368636
5021,3146267
5022,3146267
5023,3146267
5024,3146267
5025,2369552
5026,29046
5027,144992
5028,490910
5029,17291705
5030,491256
5031,17775074
5032,86001
5033,141380
5034,46878
5035,71680
5036,17898
5037,27474
5038,38324
5039,58136
5040,18185
5041,26402
5042,41876
5043,126101
5044,704408
5045,346072
5046,28431260
5047,1117733
5048,1045093
5049,1136840
5050,1143004
5051,737113
5052,1156126
5053,779061
5054,1077975
5055,781506
5056,747503
5057,770831
5058,1041286
5059,1105367
5060,26624
5061,24576
5062,296960
5063,1921536
5064,1928192
5065,44032
5066,3987456
5067,84637
5068,80396
5069,76376
5070,99692
5071,106541
5072,813716
5073,55808
5074,72704
5075,86016
5076,89088
5077,89088
5078,88064
5079,88576
5080,75776
5081,48128
5082,53248
5083,40960
5084,813716
5085,56320
5086,75776
5087,142848
5088,143872
5089,125440
5090,137728
5091,148992
5092,125952
5093,127488
5094,61952
5095,10985
5096,113152
5097,38344
5098,122880
5099,39082
5100,121600
5101,10475331
5102,16539364
5103,17391428
5104,12382028
5105,7956220
5106,26693806
5107,2723662
5108,127826
5109,776266
5110,95299
5111,95517
5112,91833
5113,128731
5114,283776
5115,509440
5116,509568
5117,84992
5118,526848
5119,130179
5120,2051072
5121,14092
5122,245760
5123,29506
5124,258560
5125,29533
5126,166912
5127,29509
5128,280064
5129,29851
5130,248832
5131,29819
5132,266240
5133,29772
5134,208384
5135,29716
5136,268800
5137,29959
5138,268800
5139,29997
5140,60928
5141,10869
5142,32256
5143,63488
5144,11125
5145,68608
5146,11279
5147,72704
5148,11537
5149,72704
5150,11583
5151,37376
5152,76800
5153,11791
5154,73216
5155,11570
5156,67843
5157,67666
5158,63249
5159,42065
5160,491615
5161,27604
5162,53098
5163,37462
5164,18713
5165,71376
5166,56773
5167,222797
5168,233076
5169,28527
5170,2427790
5171,116520
5172,587667
5173,564113
5174,785178
5175,30797
5176,53098
5177,34763
5178,515286
5179,2568622
5180,419622
5181,2889774
5182,42030
5183,162419
5184,11563
5185,56660
5186,10943
5187,63307
5188,73529
5189,113664
5190,40960
5191,16775
5192,11577
5193,36864
5194,18293
5195,60928
5196,17674
5197,28672
5198,52247
5199,54264
5200,113664
5201,57344
5202,50401
5203,11577
5204,57344
5205,53022
5206,60928
5207,17674
5208,28672
5209,91109
5210,75469
5211,63523
5212,10576
5213,70053
5214,46197
5215,40085
5216,17648
5217,50871
5218,53794
5219,113664
5220,45056
5221,42699
5222,11577
5223,45056
5224,45180
5225,60928
5226,17674
5227,28672
5228,48284
5229,113664
5230,36864
5231,14724
5232,11577
5233,32768
5234,15328
5235,60928
5236,17674
5237,28672
5238,50157
5239,50268
5240,15345
5241,15706
5242,49152
5243,46659
5244,60928
5245,17674
5246,28672
5247,32768
5248,13516
5249,60928
5250,17674
5251,28672
5252,68416
5253,40960
5254,25428
5255,60928
5256,17674
5257,28672
5258,15049
5259,32768
5260,14109
5261,60928
5262,17674
5263,28672
5264,21567
5265,619008
5266,14731
5267,851968
5268,17380
5269,14908
5270,30728
5271,17380
5272,19521
5273,60928
5274,36864
5275,23792
5276,60928
5277,17674
5278,28672
5279,60416
5280,14910
5281,14908
5282,30728
5283,14910
5284,619008
5285,14743
5286,851968
5287,344545
5288,19521
5289,60928
5290,409617
5291,16887
5292,10563
5293,36921
5294,16887
5295,10563
5296,10914
5297,36423
5298,15364
5299,29592
5300,29584
5301,31548
5302,31564
5303,19946
5304,12086
5305,46609
5306,81602
5307,81578
5308,47267
5309,96065
5310,16876
5311,47267
5312,96065
5313,22565
5314,39649
5315,54876
5316,29592
5317,29584
5318,31548
5319,31564
5320,46609
5321,81578
5322,113664
5323,32768
5324,28160
5325,14644
5326,131072
5327,24912
5328,60928
5329,30720
5330,17844
5331,2162688
5332,14636
5333,92967
5334,14632
5335,60928
5336,162254
5337,60928
5338,17674
5339,28672
5340,528471
5341,785640
5342,50176
5343,53760
5344,1098752
5345,12334
5346,12344
5347,60928
5348,28672
5349,5447568
5350,171225
5351,189440
5352,135168
5353,122053
5354,86338
5355,123108
5356,42496
5357,136522
5358,714326
5359,189287
5360,80941
5361,201197
5362,80404
5363,94165
5364,25345
5365,117689
5366,102061
5367,70303
5368,370442
5369,211340
5370,106420
5371,51115
5372,881216
5373,655165
5374,368394
5375,669243
5376,118786955
5377,77312
5378,17920
5379,108692
5380,118238
5381,42496
5382,31232
5383,4871820
5384,5800433
5385,3208205
5386,457691
5387,114235
5388,530001
5389,66624
5390,83587
5391,50447
5392,10878455
5393,11448188
5394,11557182
5395,15364
5396,75675
5397,20992
5398,869261
5399,369642
5400,106334
5401,15036
5402,29696
5403,10394
5404,111485
5405,167863
5406,2288629
5407,1965559
5408,86847
5409,224207
5410,303331
5411,52618
5412,1859904
5413,86872
5414,1799982
5415,88094
5416,1744672
5417,63980
5418,2097250
5419,89256
5420,2056085
5421,98940
5422,2257335
5423,74497
5424,2592179
5425,133607
5426,2129328
5427,77082
5428,1675768
5429,76507
5430,1827276
5431,68172
5432,218279
5433,649777
5434,61632
5435,3366387
5436,146105
5437,4586830
5438,220433
5439,2463419
5440,65768
5441,753845
5442,359074
5443,23061
5444,43334
5445,53145
5446,117336
5447,120747
5448,19456
5449,346023
5450,330277
5451,352913
5452,52026
5453,2886077
5454,161712
5455,3232755
5456,130948
5457,2805004
5458,144668
5459,2530410
5460,69042
5461,3137538
5462,169620
5463,2424652
5464,58047
5465,3111139
5466,157525
5467,1962461
5468,93437
5469,931878
5470,602148
5471,10446511
5472,5728648
5473,86526
5474,76337
5475,13996
5476,13283
5477,72903
5478,2515554
5479,1979936
5480,7176115
5481,1941621
5482,27346
5483,1016077
5484,1208506
5485,578895
5486,33508
5487,16885
5488,213829
5489,602047
5490,619991
5491,6717781
5492,6830761
5493,406230
5494,410777
5495,1359144
5496,100319
5497,1311683
5498,421616
5499,118037
5500,162059
5501,399513
5502,2216481
5503,3871064
5504,147564
5505,169311
5506,1219555
5507,33022
5508,322736
5509,1527510
5510,3705455
5511,55689
5512,1045714
5513,192011
5514,43663
5515,24497
5516,167299
5517,15182
5518,27217
5519,15182
5520,45441
5521,19318
5522,10624
5523,107243
5524,47225
5525,114279
5526,66327
5527,115391
5528,140367
5529,14340
5530,43235
5531,130536
5532,34105880
5533,49379
5534,950089
5535,38043
5536,781842
5537,25396472
5538,28672
5539,9632197
5540,450946
5541,459464
5542,158938
5543,182362
5544,60447
5545,87771
5546,2606258
5547,46697
5548,265436
5549,2138259
5550,271623
5551,131306
5552,110325
5553,1575619
5554,265436
5555,48128
5556,337556
5557,102851
5558,93580
5559,73521
5560,142971
5561,10188052
5562,66620
5563,76307
5564,96145
5565,72121
5566,83145
5567,69578
5568,135792
5569,82316
5570,63505
5571,134394
5572,87709
5573,67050
5574,64784
5575,76948
5576,52568
5577,72781
5578,14184
5579,14457
5580,422965
5581,872502
5582,456566
5583,22111
5584,21198
5585,150619
5586,251102
5587,634092
5588,90085
5589,1091418
5590,76483
5591,1597900
5592,347763
5593,15376
5594,210049
5595,36038
5596,36038
5597,59392
5598,25084
5599,155010
5600,1324957
5601,23489
5602,26680
5603,126820
5604,62407
5605,68844
5606,58411
5607,497271
5608,114841
5609,29676
5610,54788
5611,14070
5612,36248
5613,12682
5614,25102
5615,114894
5616,21621
5617,14954
5618,38230
5619,32377
5620,11924
5621,173711
5622,54225
5623,138728
5624,497271
5625,283349
5626,18100
5627,161593
5628,24934
5629,17256
5630,21500
5631,64222
5632,10774
5633,221573
5634,10145
5635,509440
5636,633025
5637,143909
5638,10012
5639,161280
5640,38912
5641,38948
5642,90464
5643,42522
5644,84992
5645,25088
5646,65237
5647,2793528
5648,4257115
5649,29760
5650,16448
5651,268800
5652,12292
5653,85115
5654,259184
5655,87385
5656,268455
5657,96447
5658,270961
5659,96127
5660,272081
5661,4298667
5662,4256656
5663,4181697
5664,4218855
5665,4186802
5666,4301383
5667,313415
5668,962847
5669,23688
5670,26996
5671,12088
5672,24468
5673,19914
5674,853001
5675,23703
5676,25255
5677,182362
5678,22532
5679,93629
5680,45448
5681,98634
5682,719418
5683,54391
5684,3694266
5685,26340
5686,118272
5687,104151
5688,109897
5689,40795
5690,1121834
5691,517675
5692,21360
5693,34154
5694,71062
5695,495098
5696,89671
5697,132281
5698,74629
5699,81181
5700,64130
5701,63602
5702,14848
5703,12402
5704,438347
5705,36084
5706,31747
5707,20992
5708,71426
5709,95508
5710,25103
5711,88235
5712,54223
5713,143970
5714,118272
5715,4789307
5716,3663056
5717,3354603
5718,3539750
5719,3539767
5720,3540104
5721,3540091
5722,13135921
5723,4226754
5724,7946256
5725,1129723
5726,1108657
5727,30208
5728,83408
5729,168794
5730,20992
5731,49065
5732,76303
5733,82004
5734,688729
5735,1914767
5736,992405
5737,7919854
5738,4858580
5739,7472865
5740,41886
5741,40243
5742,34095
5743,101185
5744,1079762
5745,6031596
5746,3653080
5747,3952199
5748,3191129
5749,6949311
5750,248401
5751,37146
5752,31296
5753,33562
5754,34945
5755,76385
5756,4605516
5757,6559993
5758,9978151
5759,13144713
5760,9935615
5761,10644581
5762,8495557
5763,7847763
5764,7294329
5765,7748352
5766,8233504
5767,5752638
5768,6637284
5769,4152523
5770,37285
5771,46502
5772,36505
5773,62591
5774,47556
5775,36134
5776,47503
5777,33060
5778,49050
5779,48951
5780,35772
5781,33350
5782,103486
5783,258270
5784,175133
5785,190269
5786,176155
5787,302668
5788,195651
5789,94263
5790,170867
5791,136862
5792,85092
5793,107762
5794,90396
5795,48789
5796,15364
5797,25854
5798,22769
5799,29778
5800,1694242
5801,109882
5802,117665
5803,51712
5804,154058
5805,9576293
5806,22541
5807,29841
5808,84004
5809,27318
5810,37376
5811,23040
5812,146063
5813,22528
5814,148958
5815,21504
5816,125018
5817,24064
5818,157112
5819,21504
5820,130015
5821,24576
5822,134117
5823,22016
5824,132008
5825,35328
5826,234424
5827,23552
5828,137736
5829,20992
5830,122032
5831,35328
5832,186155
5833,21504
5834,129205
5835,21504
5836,118764
5837,25600
5838,143194
5839,20992
5840,113953
5841,20992
5842,111360
5843,23040
5844,142438
5845,22528
5846,126043
5847,21504
5848,122653
5849,22528
5850,132064
5851,48640
5852,306520
5853,31744
5854,200286
5855,80384
5856,285825
5857,22016
5858,122624
5859,102912
5860,281536
5861,26624
5862,152313
5863,30851
5864,36352
5865,161829
5866,6079679
5867,3007363
5868,19811
5869,3298878
5870,163264
5871,11204
5872,63604
5873,30647
5874,114002
5875,58288
5876,28516
5877,27030
5878,36352
5879,232534
5880,152637
5881,880655
5882,486612
5883,10074
5884,14051
5885,18730
5886,85620
5887,95877
5888,216123
5889,53916
5890,34352
5891,19871
5892,18602
5893,23128
5894,17639
5895,18768
5896,16262
5897,17848
5898,16008
5899,88995
5900,27479
5901,13314
5902,14810
5903,18018
5904,18292
5905,26554
5906,14049
5907,27797
5908,28841
5909,14482
5910,14492
5911,17978
5912,17992
5913,18632
5914,27605
5915,13447
5916,37396
5917,24550
5918,14735
5919,14728
5920,16850
5921,17195
5922,15260
5923,26816
5924,13335
5925,14451
5926,15570
5927,18229
5928,21146
5929,27580
5930,13573
5931,14323
5932,15872
5933,16455
5934,18243
5935,27234
5936,14968
5937,43885
5938,27259
5939,13695
5940,15352
5941,15380
5942,15521
5943,43741
5944,27774
5945,26019
5946,15064
5947,24164
5948,26325
5949,15027
5950,15358
5951,16465
5952,39546
5953,27026
5954,13714
5955,15100
5956,18323
5957,18782
5958,18823
5959,94975
5960,18790
5961,18468
5962,18997
5963,18889
5964,21669
5965,2061724
5966,25784
5967,25325
5968,37046
5969,14262
5970,14141
5971,90446
5972,253291
5973,18550
5974,18433
5975,7612696
5976,99249
5977,92376
5978,106192
5979,15364
5980,52973101
5981,34816
5982,145529
5983,392595
5984,39103
5985,14011
5986,101399
5987,99756
5988,14235
5989,6324376
5990,767998
5991,644562
5992,378360
5993,289151
5994,660322
5995,116316
5996,49572
5997,3023247
5998,2973122
5999,605404
6000,15953
6001,12292
6002,550164
6003,535458
6004,542452
6005,556848
6006,535908
6007,552335
6008,730257
6009,545946
6010,552314
6011,552610
6012,550453
6013,530624
6014,537021
6015,550467
6016,557454
6017,537618
6018,617931
6019,2573912
6020,546837
6021,550386
6022,544924
6023,85001
6024,80791
6025,82947
6026,80263
6027,79788
6028,83757
6029,156360
6030,83474
6031,84695
6032,80284
6033,81849
6034,83239
6035,80429
6036,83000
6037,85830
6038,83782
6039,110283
6040,2119147
6041,82077
6042,80725
6043,85921
6044,40448
6045,378809
6046,366862
6047,371884
6048,432616
6049,364316
6050,380811
6051,793644
6052,397748
6053,380892
6054,389272
6055,381484
6056,360679
6057,366297
6058,380215
6059,387930
6060,364006
6061,473397
6062,2375170
6063,377447
6064,386431
6065,382431
6066,58874
6067,54900
6068,56463
6069,53358
6070,53053
6071,57326
6072,159129
6073,57200
6074,58762
6075,53377
6076,55937
6077,57330
6078,54377
6079,57018
6080,60158
6081,57521
6082,88906
6083,2092912
6084,56253
6085,54677
6086,60329
6087,418876
6088,371302
6089,407379
6090,377729
6091,417840
6092,420745
6093,620843
6094,423072
6095,388399
6096,411364
6097,412056
6098,364666
6099,390654
6100,413219
6101,418759
6102,437674
6103,571565
6104,5539607
6105,420202
6106,411231
6107,415295
6108,78121
6109,73682
6110,76699
6111,74063
6112,74092
6113,78475
6114,188040
6115,81438
6116,81535
6117,73884
6118,77064
6119,78657
6120,74852
6121,79208
6122,82389
6123,80539
6124,111566
6125,5197477
6126,78279
6127,76752
6128,85309
6129,427878
6130,411652
6131,416746
6132,458900
6133,426287
6134,491133
6135,608496
6136,432048
6137,393107
6138,458399
6139,461978
6140,405827
6141,475136
6142,447926
6143,463017
6144,481529
6145,591849
6146,5581106
6147,391448
6148,419120
6149,423786
6150,78902
6151,74679
6152,78095
6153,74599
6154,75464
6155,79394
6156,191034
6157,82631
6158,82642
6159,74404
6160,78077
6161,78829
6162,75837
6163,163635
6164,80285
6165,83500
6166,81988
6167,114490
6168,5198462
6169,79583
6170,78090
6171,85822
6172,362621
6173,349563
6174,348219
6175,382643
6176,345026
6177,382498
6178,457488
6179,344289
6180,354691
6181,382333
6182,346311
6183,331118
6184,369494
6185,339837
6186,350445
6187,355630
6188,357746
6189,435922
6190,347438
6191,346564
6192,349079
6193,60699
6194,56738
6195,58102
6196,56173
6197,56580
6198,59740
6199,126343
6200,59542
6201,59906
6202,56171
6203,57424
6204,59863
6205,63839
6206,58364
6207,63844
6208,61714
6209,59783
6210,90833
6211,58990
6212,56869
6213,61971
6214,479266
6215,463839
6216,464824
6217,457458
6218,461177
6219,471241
6220,559746
6221,460664
6222,471971
6223,457417
6224,462290
6225,448122
6226,465274
6227,455844
6228,463765
6229,472641
6230,474288
6231,526079
6232,462895
6233,463601
6234,542674
6235,435604
6236,86676
6237,82930
6238,83043
6239,81275
6240,81467
6241,84880
6242,151141
6243,85313
6244,85533
6245,81277
6246,82489
6247,85755
6248,88577
6249,81902
6250,89539
6251,88179
6252,85425
6253,111173
6254,83851
6255,81841
6256,88027
6257,88021
6258,438087
6259,431674
6260,427133
6261,445736
6262,429192
6263,435063
6264,533752
6265,423601
6266,436497
6267,445724
6268,427662
6269,422972
6270,423663
6271,413818
6272,456830
6273,435560
6274,510237
6275,434825
6276,426372
6277,492092
6278,420751
6279,86880
6280,83301
6281,83361
6282,84058
6283,82418
6284,85077
6285,155102
6286,85503
6287,86793
6288,84048
6289,84535
6290,86719
6291,81641
6292,86119
6293,88226
6294,88872
6295,116397
6296,85200
6297,81844
6298,90340
6299,90326
6300,28065
6301,43008
6302,175304
6303,170142
6304,158190
6305,164261
6306,174959
6307,172769
6308,178989
6309,165350
6310,166627
6311,187110
6312,169452
6313,183087
6314,161519
6315,163598
6316,22118
6317,22090
6318,180224
6319,40002
6320,39103
6321,180736
6322,43379
6323,50015
6324,2138573
6325,522345
6326,61374
6327,227630
6328,189825
6329,163675
6330,12048
6331,559520
6332,507443
6333,514098
6334,568426
6335,544298
6336,561557
6337,702892
6338,556085
6339,561672
6340,569602
6341,550327
6342,537628
6343,545319
6344,557716
6345,565026
6346,506057
6347,625168
6348,2582785
6349,556189
6350,556406
6351,513817
6352,621051
6353,609483
6354,612956
6355,630127
6356,605426
6357,622930
6358,823433
6359,611254
6360,622794
6361,634171
6362,622316
6363,601806
6364,606474
6365,621481
6366,628241
6367,605175
6368,715741
6369,2606481
6370,618656
6371,580142
6372,572239
6373,389858
6374,383879
6375,416655
6376,423223
6377,428235
6378,427332
6379,629988
6380,433608
6381,398666
6382,419565
6383,421177
6384,372202
6385,401782
6386,422524
6387,428996
6388,446098
6389,578013
6390,5546219
6391,428479
6392,419177
6393,424165
6394,435742
6395,422927
6396,425075
6397,473363
6398,437775
6399,504661
6400,617423
6401,406229
6402,406234
6403,433329
6404,475747
6405,417833
6406,490562
6407,459952
6408,471910
6409,489321
6410,603253
6411,5553221
6412,439864
6413,430173
6414,395434
6415,490868
6416,474443
6417,448407
6418,469839
6419,473613
6420,482790
6421,568586
6422,472172
6423,484388
6424,469853
6425,475645
6426,431375
6427,475894
6428,468349
6429,476175
6430,485177
6431,488698
6432,535093
6433,473568
6434,475124
6435,479746
6436,540964
6437,474755
6438,472739
6439,465011
6440,494677
6441,460599
6442,463089
6443,571635
6444,464713
6445,468320
6446,494394
6447,480748
6448,457189
6449,480162
6450,457355
6451,480500
6452,475671
6453,472527
6454,561711
6455,461948
6456,458196
6457,468013
6458,448435
6459,441974
6460,435763
6461,456736
6462,439438
6463,443565
6464,539948
6465,432998
6466,446821
6467,456705
6468,437003
6469,431435
6470,434618
6471,410461
6472,467117
6473,446070
6474,515655
6475,445020
6476,435766
6477,428342
6478,484556
6479,24220
6480,938083
6481,144174
6482,984234
6483,31110
6484,14663
6485,11713
6486,20041
6487,14424
6488,20517
6489,13714
6490,13412
6491,18988
6492,26098
6493,12745
6494,34286
6495,25153
6496,31674
6497,74578
6498,26643
6499,10159
6500,18292
6501,16545
6502,175419
6503,178640
6504,197154
6505,77223
6506,214337
6507,173705
6508,211845
6509,187190
6510,213708
6511,163328
6512,15036
6513,29452
6514,76726
6515,614334
6516,39290
6517,24306
6518,31307
6519,11649
6520,21952
6521,20230
6522,26793
6523,20968
6524,20974
6525,65068
6526,38170
6527,19030
6528,24306
6529,24306
6530,17587
6531,15089
6532,10962
6533,14094
6534,10398
6535,18647
6536,12462
6537,10457
6538,12705
6539,30187
6540,14583
6541,55774
6542,142493
6543,6962966
6544,679534
6545,1649516
6546,19648
6547,75867
6548,164596
6549,27403
6550,13554
6551,28219
6552,575391
6553,27824
6554,12943
6555,23501
6556,28084
6557,13715
6558,23740
6559,23586
6560,23652
6561,23342
6562,23454
6563,23796
6564,13274
6565,13217
6566,18238
6567,13056
6568,73715
6569,48961
6570,351659
6571,175941
6572,107649
6573,71292
6574,907385
6575,38253
6576,33716
6577,34082
6578,53793
6579,35878
6580,52433
6581,43499
6582,35108
6583,51604
6584,51183
6585,35947
6586,34083
6587,101794
6588,146236
6589,111961
6590,104318
6591,13768
6592,56916
6593,72843
6594,28133
6595,73233
6596,6435126
6597,6963047
6598,2908788
6599,1475559
6600,60364
6601,61076
6602,51403
6603,21375
6604,107154
6605,111223
6606,115937
6607,113231
6608,112435
6609,113029
6610,112067
6611,111517
6612,111706
6613,110824
6614,111039
6615,110628
6616,110564
6617,110892
6618,117609
6619,117728
6620,10707
6621,156654
6622,91375
6623,56992
6624,20048
6625,41147
6626,11358
6627,60841
6628,391834
6629,34407
6630,104038
6631,75310
6632,34795
6633,38683
6634,122490
6635,62689
6636,315620
6637,65630
6638,315636
6639,66399
6640,129216
6641,66409
6642,315617
6643,66669
6644,66902
6645,37365
6646,65726
6647,129276
6648,66935
6649,67583
6650,33592
6651,57037
6652,62416
6653,198299
6654,907775
6655,128546
6656,33959
6657,56320
6658,78336
6659,80384
6660,315630
6661,315625
6662,3012891
6663,647643
