time,angle
8.095,44.648
8.110,44.648
8.125,44.648
8.140,44.648
8.154,44.648
8.168,44.648
8.184,44.648
8.198,44.648
8.212,44.648
8.227,44.648
8.241,44.648
8.256,44.648
8.271,44.648
8.285,44.824
8.299,44.824
8.314,44.824
8.329,44.824
8.343,44.824
8.358,44.824
8.372,45.000
8.387,45.000
8.402,45.000
8.416,45.176
8.430,45.176
8.445,45.176
8.460,45.176
8.474,45.176
8.489,45.352
8.503,45.352
8.518,45.352
8.533,45.352
8.547,45.352
8.561,45.352
8.576,45.352
8.591,45.352
8.605,45.352
8.620,45.352
8.634,45.352
8.649,45.352
8.664,45.527
8.678,45.527
8.692,45.527
8.707,45.527
8.722,45.527
8.737,45.527
8.751,45.527
8.765,45.527
8.780,45.527
8.795,45.527
8.809,45.527
8.824,45.527
8.838,45.527
8.853,45.527
8.868,45.527
8.882,45.527
8.896,45.527
8.911,45.703
8.926,45.703
8.940,45.703
8.955,45.703
8.969,45.703
8.984,45.703
8.999,45.703
9.013,45.703
9.027,45.703
9.042,45.703
9.057,45.879
9.071,45.879
9.086,45.879
9.100,45.879
9.115,45.879
9.130,45.879
9.144,46.055
9.158,46.055
9.173,46.055
9.188,46.055
9.202,46.230
9.217,46.230
9.231,46.406
9.245,46.582
9.261,46.758
9.275,47.988
9.289,48.340
9.304,48.340
9.319,48.340
9.334,48.340
9.348,48.340
9.362,48.516
9.377,48.516
9.392,48.516
9.406,48.516
9.421,48.516
9.435,48.516
9.450,48.516
9.465,48.516
9.479,48.516
9.493,48.516
9.508,48.516
9.523,48.516
9.537,48.516
9.552,48.516
9.566,48.516
9.581,48.516
9.596,48.516
9.610,48.691
9.624,48.691
9.639,48.691
9.654,48.691
9.668,48.691
9.683,48.691
9.697,48.691
9.711,48.691
9.727,48.691
9.741,48.691
9.755,48.691
9.770,48.691
9.785,48.691
9.799,48.691
9.814,48.691
9.828,48.691
9.842,48.867
9.858,48.867
9.872,48.867
9.886,48.867
9.901,48.867
9.916,48.867
9.930,48.867
9.945,48.867
9.959,48.867
9.974,48.867
9.989,48.867
10.003,48.867
10.019,49.043
10.034,49.043
10.050,49.043
10.066,49.043
10.081,49.043
10.096,49.043
10.112,49.043
10.128,49.043
10.143,49.043
10.159,49.043
10.174,49.043
10.191,49.043
10.206,49.043
10.221,49.043
10.237,49.043
10.253,49.043
10.268,49.043
10.284,49.043
10.299,49.043
10.316,49.043
10.331,49.043
10.346,49.219
10.362,49.219
10.377,49.219
10.393,49.219
10.409,49.219
10.424,49.219
10.439,49.219
10.456,49.219
10.471,49.219
10.487,49.219
10.502,49.219
10.518,49.395
10.534,49.395
10.549,49.395
10.564,49.395
10.581,49.395
10.596,49.395
10.611,49.395
10.627,49.395
10.642,49.395
10.659,49.395
10.674,49.395
10.689,49.395
10.705,49.395
10.721,49.395
10.736,49.395
10.752,49.395
10.767,49.395
10.783,49.395
10.799,49.395
10.814,49.395
10.830,49.219
10.846,48.867
10.861,48.516
10.877,47.637
10.892,43.770
10.907,44.121
10.924,43.242
10.939,40.430
10.954,40.078
10.970,33.398
10.986,33.398
11.002,31.816
11.017,28.828
11.032,26.895
11.049,26.367
11.064,18.633
11.079,17.402
11.095,15.293
11.110,14.590
11.127,7.910
11.141,6.680
11.155,4.922
11.170,4.219
11.185,-1.582
11.200,-2.461
11.216,-7.559
11.231,-8.262
11.247,-13.184
11.264,-13.184
11.280,-15.645
11.297,-20.391
11.314,-21.094
11.330,-25.664
11.347,-26.543
11.363,-31.113
11.380,-31.816
11.397,-33.223
11.413,-36.738
11.430,-36.914
11.447,-38.496
11.463,-42.363
11.480,-42.539
11.496,-42.715
11.514,-42.891
11.530,-46.758
11.546,-47.109
11.563,-47.285
11.580,-47.461
11.597,-47.988
11.613,-49.746
11.629,-49.922
11.647,-49.922
11.663,-49.922
11.679,-49.922
11.696,-49.746
11.713,-49.570
11.730,-49.395
11.746,-48.516
11.762,-46.406
11.780,-45.703
11.796,-43.594
11.813,-41.484
11.829,-41.133
11.846,-39.375
11.863,-36.035
11.879,-34.980
11.896,-31.465
11.913,-29.707
11.929,-26.191
11.946,-24.609
11.962,-20.215
11.980,-18.105
11.996,-17.402
12.012,-10.898
12.029,-8.965
12.045,-6.680
12.060,-5.625
12.076,-0.703
12.091,0.703
12.105,7.207
12.121,7.910
12.135,10.020
12.151,11.777
12.166,16.172
12.182,17.227
12.198,22.500
12.213,22.676
12.228,26.191
12.245,27.949
12.260,28.477
12.275,33.047
12.291,35.859
12.306,36.211
12.323,37.441
12.338,40.957
12.353,41.309
12.369,41.484
12.385,44.648
12.400,45.176
12.416,45.352
12.431,45.527
12.447,45.879
12.463,46.934
12.478,48.691
12.494,48.691
12.510,48.691
12.525,48.691
12.541,48.867
12.556,48.867
12.571,48.867
12.588,48.867
12.603,48.691
12.618,48.691
12.634,48.691
12.650,48.516
12.666,48.164
12.681,46.582
12.696,44.297
12.713,43.945
12.728,40.078
12.743,40.254
12.759,39.375
12.774,34.453
12.791,33.574
12.806,31.289
12.821,27.246
12.837,26.719
12.853,25.664
12.868,20.742
12.884,16.348
12.899,15.293
12.915,14.238
12.931,7.207
12.945,5.977
12.959,5.098
12.974,0.703
12.989,-1.582
13.005,-2.812
13.020,-6.855
13.035,-8.086
13.052,-12.480
13.068,-13.535
13.084,-17.930
13.101,-20.918
13.118,-21.445
13.135,-26.543
13.151,-26.895
13.167,-32.168
13.185,-32.344
13.201,-33.926
13.218,-36.914
13.234,-37.090
13.251,-37.441
13.268,-43.242
13.284,-43.242
13.300,-43.594
13.318,-45.879
13.334,-46.406
13.351,-46.582
13.367,-46.758
13.384,-46.934
13.401,-47.109
13.417,-47.285
13.434,-47.461
13.451,-47.637
13.467,-47.637
13.484,-47.637
13.500,-47.461
13.518,-47.285
13.534,-46.934
13.550,-46.758
13.567,-46.230
13.584,-44.648
13.601,-41.836
13.617,-41.484
13.633,-40.605
13.651,-35.859
13.667,-36.035
13.683,-32.871
13.700,-30.937
13.717,-29.004
13.734,-25.664
13.750,-23.027
13.766,-20.039
13.784,-17.754
13.800,-15.820
13.817,-11.250
13.833,-6.328
13.849,-6.328
13.865,-2.812
13.880,0.176
13.894,1.055
13.910,7.031
13.924,7.910
13.938,10.547
13.954,14.941
13.969,16.699
13.986,17.402
14.001,21.797
14.016,22.676
14.032,27.246
14.048,28.125
14.063,28.652
14.079,35.332
14.094,35.508
14.110,36.211
14.126,37.617
14.141,40.957
14.157,41.309
14.172,41.660
14.188,43.418
14.204,45.527
14.219,45.527
14.234,45.703
14.251,45.879
14.266,46.230
14.281,48.691
14.297,48.867
14.313,48.867
14.329,48.867
14.344,48.867
14.359,48.867
14.376,48.867
14.391,48.867
14.406,48.867
14.422,48.867
14.437,48.691
14.454,48.516
14.469,47.637
14.484,44.824
14.500,44.473
14.516,43.594
14.531,40.430
14.547,39.902
14.562,35.508
14.578,34.102
14.594,32.695
14.609,29.883
14.625,26.895
14.641,26.367
14.656,20.742
14.672,19.863
14.687,15.293
14.702,14.941
14.719,12.480
14.734,7.383
14.748,5.625
14.763,4.570
14.778,-0.879
14.793,-1.934
14.809,-6.152
14.824,-7.383
14.841,-9.141
14.856,-13.359
14.872,-13.711
14.889,-21.270
14.906,-21.094
14.922,-22.148
14.939,-26.367
14.955,-26.895
14.973,-32.520
14.989,-32.695
15.005,-34.453
15.022,-37.090
15.039,-37.266
15.056,-37.617
15.072,-43.594
15.088,-43.066
15.106,-43.242
15.122,-43.770
15.139,-45.879
15.155,-46.758
15.172,-46.934
15.189,-46.934
15.205,-46.934
15.222,-47.109
15.239,-47.109
15.255,-47.109
15.272,-47.109
15.288,-47.109
