time,angle
4.272,0.000
4.286,0.000
4.300,0.000
4.313,0.000
4.326,0.000
4.340,0.000
4.354,0.000
4.367,0.000
4.381,0.000
4.394,0.000
4.407,0.000
4.422,0.000
4.435,0.000
4.448,0.000
4.461,0.000
4.475,0.000
4.489,0.000
4.502,0.000
4.516,0.000
4.529,0.000
4.542,0.000
4.557,0.000
4.570,0.000
4.583,0.000
4.597,0.000
4.610,0.000
4.624,0.000
4.638,0.000
4.651,0.000
4.664,0.000
4.678,0.000
4.692,0.000
4.705,0.000
4.718,0.000
4.732,0.000
4.745,0.000
4.759,0.000
4.773,0.000
4.786,0.000
4.799,0.000
4.813,0.000
4.827,0.000
4.840,0.000
4.854,0.000
4.867,0.000
4.880,0.000
4.895,0.000
4.908,0.000
4.921,0.000
4.935,0.000
4.948,0.000
4.962,0.176
4.976,0.176
4.989,0.176
5.002,0.176
5.015,0.176
5.030,0.176
5.043,0.176
5.056,0.176
5.070,0.176
5.084,0.176
5.097,0.352
5.111,0.352
5.124,0.352
5.137,0.527
5.152,0.703
5.165,2.812
5.178,3.516
5.192,3.516
5.205,3.516
5.219,3.516
5.233,3.516
5.246,3.516
5.259,3.691
5.272,3.691
5.287,3.691
5.300,3.691
5.313,3.691
5.327,3.691
5.340,3.691
5.354,3.691
5.368,3.691
5.381,3.691
5.394,3.691
5.408,3.867
5.422,3.867
5.435,3.867
5.449,3.867
5.462,3.867
5.475,4.043
5.490,4.219
5.503,5.098
5.516,8.262
5.530,8.086
5.543,8.086
5.557,8.086
5.570,8.086
5.584,8.262
5.597,8.262
5.610,8.262
5.625,8.262
5.638,8.437
5.651,8.437
5.665,8.613
5.678,9.316
5.692,10.371
5.707,10.371
5.721,10.371
5.735,10.371
5.751,10.371
5.765,10.547
5.779,10.547
5.794,10.547
5.808,10.547
5.823,10.723
5.838,10.723
5.852,10.723
5.866,10.723
5.881,10.898
5.896,10.898
5.910,10.898
5.925,11.074
5.939,11.074
5.954,11.250
5.969,11.426
5.983,11.602
5.997,11.953
6.012,12.305
6.027,13.359
6.042,15.293
6.056,15.293
6.070,15.469
6.086,15.469
6.100,15.469
6.114,15.469
6.129,15.645
6.143,15.645
6.158,15.645
6.173,15.820
6.187,15.820
6.201,15.996
6.217,16.172
6.231,16.348
6.245,16.875
6.260,17.227
6.274,17.402
6.289,17.754
6.304,18.105
6.318,18.457
6.332,18.809
6.347,18.984
6.362,19.160
6.376,19.336
6.391,19.512
6.405,19.512
6.420,19.687
6.435,19.863
6.449,19.863
6.463,20.039
6.478,20.215
6.493,20.215
6.507,20.391
6.522,20.391
6.536,20.566
6.551,20.742
6.566,20.918
6.580,21.094
6.594,21.270
6.609,21.270
6.624,21.445
6.638,21.445
6.653,21.621
6.667,21.621
6.683,21.797
6.697,21.973
6.711,21.973
6.726,22.324
6.740,22.500
6.755,22.676
6.770,23.027
6.784,23.027
6.798,23.203
6.813,23.203
6.828,23.379
6.842,23.379
6.857,23.379
6.871,23.555
6.886,23.555
6.901,23.555
6.915,23.555
6.929,23.730
6.944,23.730
6.959,23.730
6.973,23.730
6.988,23.906
7.002,23.906
7.017,23.906
7.032,24.082
7.046,24.082
7.060,24.082
7.075,24.258
7.090,24.258
7.104,24.434
7.119,24.434
7.133,24.434
7.148,24.434
7.163,24.609
7.177,24.609
7.191,24.609
7.206,24.609
7.221,24.609
7.235,24.609
7.250,24.609
7.264,24.609
7.278,24.609
7.294,24.609
7.308,24.609
7.323,24.609
7.337,24.434
7.352,24.258
7.367,23.906
7.381,23.730
7.395,23.379
7.410,22.852
7.425,21.445
7.439,21.094
7.454,20.215
7.468,19.336
7.483,18.809
7.498,17.754
7.512,16.348
7.526,15.469
7.541,15.117
7.556,14.238
7.570,13.711
7.585,8.965
7.598,9.668
7.611,8.965
7.626,7.559
7.639,7.031
7.652,4.219
7.666,3.340
7.680,3.164
7.693,2.988
7.707,2.109
7.720,-1.758
7.734,-1.934
7.750,-2.109
7.764,-2.461
7.778,-5.625
7.793,-7.207
7.807,-7.383
7.822,-7.383
7.837,-7.559
7.851,-7.734
7.865,-7.910
7.881,-9.316
7.895,-15.117
7.910,-15.293
7.926,-15.820
7.941,-17.051
7.957,-17.754
7.973,-18.633
7.988,-19.336
8.003,-19.863
8.020,-20.215
8.035,-20.566
8.051,-20.742
8.066,-21.094
8.082,-21.445
8.098,-21.621
8.113,-21.797
8.128,-21.797
8.144,-21.797
8.160,-21.797
8.176,-21.797
8.191,-21.797
8.206,-21.797
8.223,-21.797
8.238,-21.797
8.253,-21.621
8.269,-21.445
8.285,-21.094
8.300,-20.742
8.316,-19.863
8.331,-18.984
8.348,-18.105
8.363,-17.402
8.378,-15.996
8.394,-15.117
8.409,-13.887
8.425,-13.535
8.441,-12.480
8.456,-11.250
8.471,-9.844
8.487,-5.977
8.501,-5.801
8.515,-5.449
8.530,-2.109
8.545,-1.582
8.560,-1.406
8.574,-0.352
8.588,3.340
8.602,3.516
8.616,3.691
8.629,3.867
8.642,5.801
8.656,9.668
8.669,10.020
8.684,10.195
8.699,10.898
8.713,11.426
8.727,13.359
8.742,15.645
8.757,15.820
8.771,16.172
8.786,17.930
8.800,18.457
8.816,19.512
8.830,20.391
8.844,21.094
8.859,21.445
8.873,22.148
8.888,23.027
8.903,23.203
8.917,23.555
8.931,23.730
8.947,23.906
8.961,24.258
8.975,24.258
8.990,24.434
9.004,24.434
9.019,24.434
9.034,24.434
9.048,24.434
9.062,24.258
9.078,24.082
9.092,23.906
9.106,23.555
9.121,23.379
9.135,22.852
9.150,21.445
9.165,21.094
9.179,20.566
9.193,19.160
9.208,18.633
9.223,17.402
9.237,15.820
9.252,15.469
9.266,15.293
9.281,14.414
9.296,13.184
9.310,10.371
9.324,9.844
9.338,9.492
9.352,8.965
9.365,5.977
9.379,4.922
9.392,3.340
9.405,3.340
9.420,3.164
9.433,2.461
9.446,-2.109
9.461,-2.109
9.475,-2.285
9.490,-2.988
9.505,-5.801
9.519,-6.328
9.533,-7.207
9.549,-7.559
9.563,-7.910
9.577,-11.953
9.593,-13.359
9.608,-13.711
9.624,-14.414
9.640,-15.996
9.655,-17.051
9.671,-17.930
9.687,-18.633
9.702,-19.336
9.718,-20.039
9.733,-20.742
9.749,-20.918
9.765,-21.270
9.780,-21.445
9.795,-21.621
9.812,-21.797
9.827,-21.797
9.843,-21.797
9.858,-21.973
9.873,-21.973
9.890,-21.973
9.905,-21.973
9.920,-21.973
9.936,-21.973
9.952,-21.797
9.968,-21.797
9.983,-21.621
9.998,-21.270
10.015,-20.918
10.031,-20.566
10.047,-18.984
10.064,-18.281
10.081,-17.402
10.098,-16.172
10.114,-15.293
10.130,-13.887
10.148,-13.535
10.164,-12.656
10.181,-11.426
10.197,-10.723
10.214,-6.152
10.230,-5.273
10.245,-5.098
10.260,-3.691
10.277,-1.055
10.292,-0.879
10.307,0.352
10.322,3.340
10.336,3.691
10.352,4.043
10.366,4.922
10.380,10.020
10.396,10.020
10.412,10.195
10.427,10.723
10.443,12.656
10.458,15.293
10.473,15.469
10.490,15.820
10.505,17.051
10.520,18.457
10.536,18.984
10.552,19.687
10.568,21.270
10.583,21.445
10.598,21.973
10.615,23.203
10.630,23.379
10.645,23.555
10.661,23.730
10.677,23.906
10.693,24.082
10.708,24.258
10.723,24.258
10.739,24.258
10.755,24.258
10.770,24.258
10.786,24.082
10.801,23.906
10.817,23.730
10.833,23.555
10.848,23.203
10.864,22.676
10.880,21.270
10.895,21.094
10.911,19.336
10.926,18.633
10.942,18.105
10.958,15.996
10.973,15.645
10.988,15.293
11.004,14.238
11.020,12.129
11.036,10.020
11.051,10.020
11.066,9.668
11.082,8.965
11.096,4.570
11.110,4.043
11.125,3.691
11.139,3.340
11.154,2.988
11.169,-1.758
11.184,-1.934
11.199,-2.109
11.216,-2.637
11.231,-6.152
11.246,-6.328
11.262,-6.680
11.278,-7.383
11.294,-8.086
11.309,-13.535
11.325,-13.711
11.343,-13.887
11.359,-14.414
11.376,-16.875
11.392,-17.402
11.409,-18.281
11.426,-19.160
11.442,-20.039
11.458,-20.742
11.476,-20.918
11.492,-21.270
11.509,-21.445
11.525,-21.621
11.542,-21.621
11.559,-21.797
11.575,-21.797
11.592,-21.797
11.609,-21.797
11.625,-21.797
11.642,-21.797
11.658,-21.797
11.676,-21.797
11.692,-21.621
11.708,-21.445
11.725,-21.270
11.742,-20.918
11.758,-20.215
11.775,-18.984
11.791,-18.281
11.809,-17.227
11.825,-16.523
11.841,-15.469
11.858,-13.535
11.875,-13.359
11.892,-12.832
11.908,-10.723
11.924,-9.668
11.941,-5.977
11.956,-5.801
11.971,-5.273
11.987,-2.109
12.002,-1.230
12.019,-1.055
12.034,-0.176
12.049,4.395
12.064,4.219
12.079,4.395
12.093,5.098
12.108,9.668
12.122,10.020
12.137,10.195
12.154,10.723
12.169,13.008
12.184,15.293
12.200,15.469
12.216,15.996
12.232,17.051
12.247,18.633
12.262,18.984
12.279,19.687
12.294,21.270
12.309,21.445
12.325,21.973
12.341,23.555
12.357,23.555
12.372,23.730
12.387,23.730
12.403,23.906
12.419,24.082
12.434,24.082
12.450,24.082
12.465,24.082
12.481,24.082
12.497,24.082
12.512,23.906
12.528,23.730
12.544,23.730
12.559,23.555
12.575,23.379
12.590,22.676
12.606,21.094
12.622,20.918
12.637,18.809
12.652,18.633
12.668,17.930
12.684,15.645
12.700,15.469
12.715,15.117
12.730,14.062
12.747,11.777
12.762,10.195
12.777,10.020
12.793,9.668
12.808,8.437
12.822,4.746
12.837,4.219
12.851,3.516
12.865,3.340
12.881,2.285
12.895,-1.406
12.910,-1.582
12.926,-1.758
12.942,-2.461
12.958,-6.152
12.973,-6.328
12.988,-6.680
13.005,-7.207
13.020,-8.086
13.035,-13.184
13.052,-13.359
13.068,-13.535
13.086,-14.062
13.102,-17.227
13.118,-17.402
13.135,-17.754
13.152,-19.687
13.169,-20.215
13.185,-20.742
13.201,-21.094
13.219,-21.270
13.235,-21.445
13.251,-21.621
13.268,-21.797
13.285,-21.797
13.302,-21.797
13.318,-21.797
13.334,-21.797
13.352,-21.797
13.368,-21.797
13.385,-21.797
13.401,-21.797
13.418,-21.621
13.435,-21.445
13.451,-21.270
13.468,-20.742
13.485,-20.039
13.501,-19.160
13.518,-17.227
13.534,-17.051
13.552,-16.348
13.568,-15.469
13.584,-13.184
13.601,-13.184
13.618,-12.656
13.634,-10.723
13.651,-9.668
13.666,-5.977
13.683,-5.801
13.698,-5.625
13.713,-3.516
13.729,-1.055
13.745,-0.879
13.760,-0.352
13.776,4.570
13.790,4.395
13.805,4.570
13.820,5.098
13.834,8.262
13.848,10.195
13.864,10.371
13.880,10.723
13.896,12.832
13.911,15.117
13.926,15.469
13.943,15.820
13.958,17.051
13.973,18.633
13.989,18.809
14.005,19.160
14.021,20.918
14.036,21.270
14.051,21.973
14.067,23.555
14.083,23.555
14.098,23.730
14.114,23.730
14.129,23.906
14.145,23.906
14.161,23.906
14.176,23.906
14.192,23.906
14.208,23.906
14.223,23.906
14.239,23.906
14.254,23.730
14.270,23.555
14.286,23.555
14.301,23.379
14.316,22.852
14.332,21.094
14.348,20.742
14.364,18.633
14.379,18.633
14.394,18.105
14.411,15.645
14.426,15.469
14.441,15.117
14.457,14.062
14.473,11.426
14.488,10.371
14.504,10.195
14.519,9.844
14.534,8.613
14.549,4.570
14.563,4.395
14.578,3.691
14.592,3.164
14.607,1.934
14.622,-1.406
14.637,-1.582
14.652,-1.758
14.669,-2.637
14.684,-6.152
14.699,-6.328
14.715,-6.504
14.730,-7.031
14.747,-8.262
14.762,-12.832
14.778,-13.008
14.795,-13.184
14.812,-13.535
14.828,-15.469
14.845,-17.754
14.861,-17.754
14.879,-18.105
14.895,-19.863
14.911,-20.918
14.928,-21.094
14.945,-21.270
14.962,-21.445
14.978,-21.621
14.994,-21.621
15.012,-21.621
15.028,-21.797
15.045,-21.797
15.061,-21.797
15.078,-21.797
15.095,-21.797
15.111,-21.797
15.127,-21.621
15.145,-21.621
15.161,-21.445
15.178,-21.270
15.194,-20.918
15.211,-20.566
15.228,-19.160
15.244,-17.754
15.261,-17.402
15.278,-16.699
15.294,-16.172
15.311,-12.832
15.327,-12.832
15.345,-12.480
15.361,-10.898
15.377,-9.668
15.393,-5.977
15.409,-5.977
15.424,-5.625
15.440,-3.691
15.455,-1.055
15.472,-0.879
15.487,-0.527
15.502,4.043
15.517,4.570
15.531,4.746
15.546,5.098
15.561,7.559
15.575,10.195
15.590,10.371
15.607,10.723
15.622,11.777
15.637,15.117
15.653,15.469
15.669,15.820
15.685,16.523
15.700,18.457
15.715,18.633
15.731,18.984
15.747,20.039
15.762,21.270
15.778,21.621
15.793,23.555
15.809,23.555
15.825,23.555
15.840,23.730
15.856,23.730
15.872,23.730
15.887,23.730
15.903,23.906
15.918,23.906
15.934,23.906
15.950,23.730
15.965,23.730
15.980,23.730
15.996,23.555
16.012,23.555
16.028,23.379
16.043,22.852
16.058,21.094
16.075,20.742
16.090,18.457
16.105,18.457
16.121,18.105
16.137,15.469
16.152,15.293
16.168,15.117
16.183,14.414
16.200,11.074
16.215,10.195
16.230,10.195
16.246,9.844
16.260,8.789
16.275,4.395
16.290,4.395
16.304,4.043
16.318,3.164
16.334,2.109
16.348,-1.406
16.363,-1.582
16.379,-1.758
16.394,-2.461
16.411,-6.504
16.426,-6.504
16.441,-6.680
16.457,-7.031
16.473,-8.086
16.488,-12.832
16.505,-12.832
16.521,-13.008
16.539,-13.535
16.555,-17.051
16.571,-17.402
16.588,-17.578
16.605,-17.754
16.621,-19.160
16.638,-21.270
16.654,-21.270
16.672,-21.445
16.688,-21.445
16.704,-21.445
16.721,-21.621
16.738,-21.621
16.755,-21.621
16.771,-21.621
16.787,-21.621
16.805,-21.621
16.821,-21.621
16.838,-21.621
16.854,-21.621
16.871,-21.445
16.888,-21.445
16.904,-21.270
16.920,-21.094
16.938,-20.566
16.954,-18.809
16.971,-17.402
16.987,-17.227
17.004,-16.875
17.021,-15.996
17.037,-12.656
17.054,-12.480
17.071,-12.129
17.087,-10.723
17.104,-9.492
17.119,-5.977
17.136,-5.801
17.151,-5.625
17.166,-4.219
17.182,-0.879
17.198,-0.703
17.213,-0.352
17.229,2.285
17.243,4.746
17.257,4.922
17.273,5.273
17.287,6.855
17.301,10.195
17.317,10.547
17.333,10.723
17.349,11.074
17.364,15.820
17.379,15.469
17.395,15.645
17.411,15.996
17.426,18.809
17.442,18.633
17.457,18.809
17.473,19.336
17.489,21.621
17.504,21.797
17.520,22.852
17.536,23.555
17.551,23.730
17.567,23.730
17.582,23.730
17.598,23.730
17.614,23.730
17.629,23.730
17.644,23.730
17.660,23.730
17.676,23.730
17.692,23.730
17.707,23.730
17.722,23.555
17.739,23.555
17.754,23.203
17.769,22.676
17.785,21.270
17.801,20.742
17.816,18.281
17.832,18.457
17.847,18.105
17.864,15.293
17.879,15.293
17.894,15.293
17.910,14.766
17.925,11.074
17.941,10.195
17.957,10.195
17.972,9.844
17.986,8.965
18.002,4.570
18.016,4.570
18.030,4.043
18.045,3.164
18.059,1.934
18.075,-1.406
18.090,-1.582
18.105,-1.758
18.121,-2.812
18.137,-6.328
18.152,-6.328
18.168,-6.504
18.183,-7.031
18.199,-10.020
18.216,-12.480
18.232,-12.656
18.249,-12.832
18.266,-13.535
18.282,-17.051
18.299,-17.402
18.315,-17.578
18.333,-17.754
18.349,-18.105
18.365,-20.566
18.382,-21.445
18.399,-21.445
18.416,-21.445
18.432,-21.621
18.448,-21.621
18.466,-21.621
18.482,-21.621
18.498,-21.621
18.515,-21.621
18.532,-21.621
18.549,-21.621
18.565,-21.621
18.581,-21.621
18.599,-21.621
18.615,-21.445
18.632,-21.270
18.648,-21.094
18.665,-20.391
18.682,-17.754
18.698,-17.402
18.715,-17.227
18.732,-17.051
18.748,-16.172
18.765,-12.305
18.781,-12.129
18.798,-11.953
18.815,-10.898
18.831,-9.141
18.847,-5.801
18.863,-5.801
18.878,-5.449
18.894,-3.164
18.909,-0.703
18.924,-0.527
18.941,-0.176
18.956,3.867
18.971,4.746
18.985,4.922
19.000,5.449
19.015,7.031
19.029,10.195
19.044,10.371
19.060,10.547
19.076,11.074
19.091,15.996
19.107,15.645
19.122,15.645
19.138,15.996
19.154,17.754
19.169,18.809
19.185,18.809
19.201,19.160
19.216,20.039
19.232,22.676
19.247,23.203
19.263,23.379
19.279,23.555
19.294,23.555
19.309,23.730
19.325,23.730
19.341,23.730
19.357,23.730
19.372,23.730
19.387,23.730
19.404,23.730
19.419,23.730
19.434,23.555
19.450,23.555
19.466,23.379
19.482,23.027
19.497,22.148
19.512,21.270
19.529,20.391
19.544,18.633
19.559,18.457
19.575,18.281
19.590,17.227
19.606,15.117
19.622,15.117
19.637,14.766
19.653,12.832
19.669,9.844
19.683,9.844
19.698,9.668
19.712,9.141
19.727,4.219
